Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
63542,NSC BOSE J G,ASANSOL MAIN,07:20:00,09:20:00,88,18,0 days 02:00:00
63543,ASANSOL MAIN,NSC BOSE J G,18:10:00,20:15:00,88,18,0 days 02:05:00
63544,NSC BOSE J G,ASANSOL MAIN,20:45:00,23:05:00,88,17,0 days 02:20:00
63545,ASANSOL MAIN,DHANBAD JN.,14:00:00,15:20:00,58,13,0 days 01:20:00
63546,DHANBAD JN.,ASANSOL MAIN,09:50:00,11:10:00,58,12,0 days 01:20:00
63547,DHANBAD JN.,HAZARIBAGH R,15:30:00,17:24:00,74,15,0 days 01:54:00
63548,GAYA JN.,KODERMA,05:15:00,07:00:00,76,14,0 days 01:45:00
63549,HAZARIBAGH R,GAYA JN.,17:27:00,20:40:00,124,22,0 days 03:13:00
63550,KODERMA,DHANBAD JN.,07:20:00,09:45:00,122,23,0 days 02:25:00
63551,ASANSOL MAIN,DHANBAD JN.,23:00:00,00:20:00,58,13,0 days 01:20:00
63552,DHANBAD JN.,ASANSOL MAIN,03:12:00,04:45:00,58,13,0 days 01:33:00
63553,ASANSOL MAIN,VARANASI JN.,06:30:00,21:25:00,479,83,0 days 14:55:00
63554,VARANASI JN.,ASANSOL MAIN,04:15:00,20:20:00,479,83,0 days 16:05:00
63561,ASANSOL MAIN,JASIDIH JN.,07:30:00,09:35:00,110,16,0 days 02:05:00
63562,BAIDYANATHDH,ASANSOL MAIN,04:00:00,06:40:00,116,16,0 days 02:40:00
63563,ASANSOL MAIN,JASIDIH JN.,20:30:00,22:40:00,110,16,0 days 02:10:00
63564,JASIDIH JN.,ASANSOL MAIN,17:40:00,19:50:00,110,16,0 days 02:10:00
63565,JASIDIH JN.,JHAJHA,10:00:00,10:55:00,43,5,0 days 00:55:00
63566,JHAJHA,JASIDIH JN.,11:25:00,12:25:00,43,5,0 days 01:00:00
63567,ASANSOL MAIN,JHAJHA,09:35:00,12:55:00,154,20,0 days 03:20:00
63568,JHAJHA,ASANSOL MAIN,13:20:00,16:35:00,154,20,0 days 03:15:00
63569,ASANSOL MAIN,JASIDIH JN.,17:25:00,19:40:00,110,14,0 days 02:15:00
63570,BAIDYANATHDH,ASANSOL MAIN,06:10:00,08:50:00,116,16,0 days 02:40:00
63571,JASIDIH JN.,MOKAMA JN.,20:10:00,00:45:00,131,20,0 days 04:35:00
63572,MOKAMA JN.,JASIDIH JN.,04:30:00,08:40:00,131,20,0 days 04:10:00
63573,JASIDIH JN.,KIUL JN.,11:20:00,13:30:00,97,13,0 days 02:10:00
63574,KIUL JN.,JASIDIH JN.,14:10:00,16:45:00,97,13,0 days 02:35:00
63581,BARDDHAMAN J,RAMPUR HAT,09:10:00,11:40:00,111,19,0 days 02:30:00
63582,RAMPUR HAT,BARDDHAMAN J,06:20:00,08:47:00,111,19,0 days 02:27:00
63583,BARDDHAMAN J,RAMPUR HAT,17:40:00,20:15:00,111,19,0 days 02:35:00
63584,RAMPUR HAT,BARDDHAMAN J,13:15:00,15:45:00,111,19,0 days 02:30:00
63591,BOKARO STEEL,ASANSOL MAIN,15:40:00,18:50:00,137,21,0 days 03:10:00
63592,ASANSOL MAIN,BOKARO STEEL,07:05:00,11:05:00,137,21,0 days 04:00:00
63593,PURULIA JN.,ASANSOL MAIN,14:05:00,16:45:00,80,15,0 days 02:40:00
63594,ASANSOL MAIN,PURULIA JN.,10:52:00,13:05:00,80,15,0 days 02:13:00
63595,BOKARO STEEL,ASANSOL MAIN,03:40:00,08:50:00,193,26,0 days 05:10:00
63596,ASANSOL MAIN,BOKARO STEEL,18:00:00,23:10:00,193,26,0 days 05:10:00
63597,RANCHI,ASANSOL MAIN,12:30:00,17:40:00,198,29,0 days 05:10:00
63598,ASANSOL MAIN,RANCHI,05:20:00,11:40:00,200,29,0 days 06:20:00
64001,DELHI JN.,PANIPAT JN.,19:25:00,21:40:00,88,18,0 days 02:15:00
64002,PANIPAT JN.,DELHI JN.,06:20:00,08:38:00,88,18,0 days 02:18:00
64003,NEW DELHI,SONIPAT,05:00:00,06:10:00,44,10,0 days 01:10:00
64004,SONIPAT,SAHIBABAD,06:35:00,08:30:00,56,14,0 days 01:55:00
64011,PALWAL,SHAKUR BASTI,06:15:00,08:20:00,65,16,0 days 02:05:00
64012,SHAKUR BASTI,PALWAL,10:05:00,12:10:00,65,16,0 days 02:05:00
64013,PALWAL,SHAKUR BASTI,12:35:00,14:40:00,65,16,0 days 02:05:00
64014,SHAKUR BASTI,PALWAL,13:10:00,15:30:00,65,16,0 days 02:20:00
64015,PALWAL,SHAKUR BASTI,14:35:00,16:40:00,65,16,0 days 02:05:00
64016,SHAKUR BASTI,PALWAL,14:30:00,16:55:00,65,16,0 days 02:25:00
64017,PALWAL,SHAKUR BASTI,15:35:00,17:45:00,65,16,0 days 02:10:00
64018,SHAKUR BASTI,NEW DELHI,17:15:00,17:52:00,11,6,0 days 00:37:00
64019,PALWAL,SHAKUR BASTI,22:20:00,01:00:00,65,15,0 days 02:40:00
64031,GHAZIABAD JN,SHAKUR BASTI,09:00:00,10:30:00,36,13,0 days 01:30:00
64032,SHAKUR BASTI,GHAZIABAD JN,15:00:00,16:25:00,36,12,0 days 01:25:00
64034,SHAKUR BASTI,GHAZIABAD JN,20:25:00,21:50:00,36,12,0 days 01:25:00
64036,SHAKUR BASTI,GHAZIABAD JN,22:50:00,00:15:00,36,10,0 days 01:25:00
64051,PALWAL,GHAZIABAD JN,23:15:00,01:55:00,77,16,0 days 02:40:00
64052,GHAZIABAD JN,PALWAL,11:30:00,14:05:00,77,17,0 days 02:35:00
64053,PALWAL,GHAZIABAD JN,06:00:00,08:20:00,79,17,0 days 02:20:00
64055,PALWAL,GHAZIABAD JN,08:20:00,11:05:00,79,18,0 days 02:45:00
64057,PALWAL,GHAZIABAD JN,10:55:00,13:30:00,77,17,0 days 02:35:00
64061,PALWAL,DELHI JN.,17:30:00,19:20:00,57,13,0 days 01:50:00
64062,DELHI JN.,PALWAL,05:15:00,07:10:00,57,13,0 days 01:55:00
64064,DELHI JN.,PALWAL,19:45:00,21:25:00,57,13,0 days 01:40:00
64071,BALLABGARH,SHAKUR BASTI,08:10:00,09:45:00,44,14,0 days 01:35:00
64073,KOSI KALAN,NEW DELHI,19:45:00,22:10:00,94,16,0 days 02:25:00
64074,NEW DELHI,KOSI KALAN,04:45:00,06:50:00,96,16,0 days 02:05:00
64075,PALWAL,NEW DELHI,07:15:00,08:50:00,53,11,0 days 01:35:00
64076,NEW DELHI,PALWAL,00:15:00,01:35:00,53,11,0 days 01:20:00
64077,PALWAL,NEW DELHI,07:55:00,09:30:00,53,11,0 days 01:35:00
64078,NEW DELHI,PALWAL,08:45:00,10:15:00,53,11,0 days 01:30:00
64080,NEW DELHI,PALWAL,17:05:00,18:30:00,53,11,0 days 01:25:00
64082,NEW DELHI,PALWAL,18:00:00,19:30:00,53,11,0 days 01:30:00
64084,NEW DELHI,PALWAL,21:25:00,22:45:00,53,11,0 days 01:20:00
64087,HAZRAT NIZAM,NEW DELHI,18:27:00,19:35:00,28,17,0 days 01:08:00
64088,HAZRAT NIZAM,NEW DELHI,20:38:00,21:05:00,7,4,0 days 00:27:00
64089,HAZRAT NIZAM,HAZRAT NIZAM,16:45:00,18:25:00,35,21,0 days 01:40:00
64090,HAZRAT NIZAM,HAZRAT NIZAM,09:15:00,10:55:00,35,21,0 days 01:40:00
64091,HAZRAT NIZAM,HAZRAT NIZAM,08:00:00,09:45:00,43,23,0 days 01:45:00
64092,HAZRAT NIZAM,HAZRAT NIZAM,18:50:00,20:35:00,35,21,0 days 01:45:00
64093,HAZRAT NIZAM,SHAKUR BASTI,09:47:00,10:35:00,25,14,0 days 00:48:00
64094,SHAKUR BASTI,HAZRAT NIZAM,08:30:00,09:13:00,25,14,0 days 00:43:00
64095,NEW DELHI,SHAKUR BASTI,09:50:00,11:00:00,32,18,0 days 01:10:00
64096,SHAKUR BASTI,HAZRAT NIZAM,10:55:00,11:45:00,25,14,0 days 00:50:00
64097,NEW DELHI,SHAKUR BASTI,19:45:00,20:20:00,11,6,0 days 00:35:00
64098,SHAKUR BASTI,HAZRAT NIZAM,18:00:00,18:48:00,25,14,0 days 00:48:00
64101,ALIGARH JN.,DELHI JN.,01:55:00,05:10:00,125,21,0 days 03:15:00
64102,DELHI JN.,ALIGARH JN.,18:15:00,21:20:00,125,21,0 days 03:05:00
64103,ALIGARH JN.,DELHI JN.,06:10:00,09:10:00,125,21,0 days 03:00:00
64104,DELHI JN.,DANKAUR,05:10:00,06:45:00,54,10,0 days 01:35:00
64105,ALIGARH JN.,NEW DELHI,06:20:00,09:30:00,131,24,0 days 03:10:00
64106,DELHI JN.,KHURJA JN,17:25:00,19:45:00,82,15,0 days 02:20:00
64107,DANKAUR,DELHI JN.,15:00:00,16:35:00,54,10,0 days 01:35:00
64108,DELHI JN.,KHURJA JN,20:30:00,23:00:00,82,15,0 days 02:30:00
64109,DANKAUR,SHAKUR BASTI,07:00:00,09:20:00,71,18,0 days 02:20:00
64110,NEW DELHI,ALIGARH JN.,17:40:00,20:45:00,131,24,0 days 03:05:00
64111,KHURJA JN,SHAKUR BASTI,06:00:00,09:00:00,92,19,0 days 03:00:00
64112,SHAKUR BASTI,DANKAUR,11:20:00,13:50:00,64,14,0 days 02:30:00
64113,KHURJA JN,SHAKUR BASTI,19:50:00,22:35:00,99,22,0 days 02:45:00
64114,NEW DELHI,ALIGARH JN.,18:05:00,21:05:00,131,24,0 days 03:00:00
64151,ALIGARH JN.,DELHI JN.,14:05:00,17:00:00,125,21,0 days 02:55:00
64152,DELHI JN.,ALIGARH JN.,08:50:00,12:00:00,125,21,0 days 03:10:00
64153,KANPUR CENTR,ETAWAH,06:35:00,09:35:00,139,16,0 days 03:00:00
64154,ALIGARH JN.,TUNDLA JN,12:30:00,13:55:00,78,11,0 days 01:25:00
64155,ETAWAH,TUNDLA JN,10:05:00,12:20:00,86,11,0 days 02:15:00
64156,ETAWAH,KANPUR CENTR,16:25:00,19:25:00,139,16,0 days 03:00:00
64157,ETAWAH,AGRA CANTT,05:40:00,09:20:00,114,16,0 days 03:40:00
64158,TUNDLA JN,ETAWAH,14:25:00,15:55:00,86,11,0 days 01:30:00
64159,KANPUR CENTR,PHAPHUND,18:10:00,19:50:00,83,10,0 days 01:40:00
64160,AGRA CANTT,ETAWAH,16:20:00,20:05:00,115,18,0 days 03:45:00
64161,PHAPHUND,SHIKOHABAD J,20:20:00,22:40:00,106,13,0 days 02:20:00
64162,PHAPHUND,KANPUR CENTR,08:15:00,09:55:00,83,12,0 days 01:40:00
64163,KANPUR CENTR,PANKI,04:35:00,05:00:00,12,3,0 days 00:25:00
64164,SHIKOHABAD J,PHAPHUND,05:50:00,07:45:00,106,13,0 days 01:55:00
64165,TUNDLA JN,ALIGARH JN.,09:40:00,11:40:00,78,11,0 days 02:00:00
64167,PALWAL,ALIGARH JN.,03:50:00,09:55:00,185,32,0 days 06:05:00
64168,ALIGARH JN.,PALWAL,16:40:00,21:50:00,185,32,0 days 05:10:00
64201,LUCKNOW JN.,KANPUR CENTR,04:10:00,05:55:00,73,13,0 days 01:45:00
64202,KANPUR CENTR,LUCKNOW JN.,05:00:00,07:00:00,73,13,0 days 02:00:00
64203,LUCKNOW JN.,KANPUR CENTR,07:20:00,09:00:00,73,13,0 days 01:40:00
64204,KANPUR CENTR,LUCKNOW JN.,07:20:00,09:15:00,73,13,0 days 01:55:00
64205,LUCKNOW JN.,KANPUR CENTR,09:35:00,11:15:00,73,13,0 days 01:40:00
64206,KANPUR CENTR,LUCKNOW JN.,09:10:00,10:55:00,73,13,0 days 01:45:00
64207,LUCKNOW JN.,KANPUR CENTR,11:20:00,13:00:00,73,13,0 days 01:40:00
64208,KANPUR CENTR,LUCKNOW JN.,10:50:00,12:35:00,73,13,0 days 01:45:00
64209,LUCKNOW JN.,KANPUR CENTR,14:00:00,16:15:00,73,14,0 days 02:15:00
64210,KANPUR CENTR,LUCKNOW JN.,11:55:00,13:35:00,73,13,0 days 01:40:00
64211,LUCKNOW JN.,KANPUR CENTR,16:00:00,17:40:00,73,13,0 days 01:40:00
64212,KANPUR CENTR,LUCKNOW JN.,14:05:00,15:45:00,73,13,0 days 01:40:00
64213,LUCKNOW JN.,KANPUR CENTR,20:20:00,22:05:00,73,13,0 days 01:45:00
64214,KALIANPUR,LUCKNOW JN.,17:45:00,19:55:00,85,16,0 days 02:10:00
64216,KALIANPUR,LUCKNOW JN.,21:05:00,23:25:00,85,16,0 days 02:20:00
64221,LUCKNOW JN.,SHAHJAHANPUR,19:10:00,00:20:00,164,22,0 days 05:10:00
64222,SHAHJAHANPUR,LUCKNOW JN.,06:30:00,11:15:00,164,22,0 days 04:45:00
64231,BARA BANKI J,LUCKNOW JN.,10:10:00,11:10:00,28,5,0 days 01:00:00
64232,LUCKNOW JN.,BARA BANKI J,11:30:00,12:35:00,28,5,0 days 01:05:00
64234,LUCKNOW JN.,BARA BANKI J,13:45:00,14:35:00,28,5,0 days 00:50:00
64235,BARA BANKI J,KANPUR CENTR,06:50:00,10:10:00,101,17,0 days 03:20:00
64236,KANPUR CENTR,BARA BANKI J,18:50:00,21:25:00,101,17,0 days 02:35:00
64251,LUCKNOW JN.,KANPUR CENTR,05:40:00,07:10:00,73,13,0 days 01:30:00
64252,KANPUR CENTR,LUCKNOW JN.,16:20:00,18:05:00,73,13,0 days 01:45:00
64253,LUCKNOW JN.,KALIANPUR,15:15:00,17:35:00,84,16,0 days 02:20:00
64254,KANPUR CENTR,LUCKNOW JN.,22:15:00,00:05:00,73,13,0 days 01:50:00
64255,LUCKNOW JN.,KALIANPUR,18:30:00,20:55:00,84,16,0 days 02:25:00
64257,LUCKNOW JN.,KANPUR CENTR,22:10:00,23:55:00,73,13,0 days 01:45:00
64260,PANKI,LUCKNOW JN.,06:00:00,08:20:00,86,15,0 days 02:20:00
64271,BARA BANKI J,LUCKNOW JN.,13:20:00,14:50:00,36,10,0 days 01:30:00
64272,LUCKNOW JN.,BARA BANKI J,08:30:00,09:50:00,36,10,0 days 01:20:00
64273,BARA BANKI J,LUCKNOW JN.,16:35:00,18:10:00,36,10,0 days 01:35:00
64274,LUCKNOW JN.,BARA BANKI J,18:15:00,19:45:00,36,10,0 days 01:30:00
64275,BARA BANKI J,LUCKNOW JN.,19:55:00,21:45:00,36,10,0 days 01:50:00
64281,SULTANPUR JN,LUCKNOW JN.,07:30:00,11:00:00,139,18,0 days 03:30:00
64282,LUCKNOW JN.,SULTANPUR JN,16:45:00,21:05:00,139,18,0 days 04:20:00
64401,GHAZIABAD JN,DELHI JN.,10:25:00,11:10:00,19,5,0 days 00:45:00
64402,DELHI JN.,GHAZIABAD JN,07:10:00,08:00:00,19,5,0 days 00:50:00
64403,GHAZIABAD JN,DELHI JN.,17:15:00,18:00:00,19,5,0 days 00:45:00
64404,DELHI JN.,GHAZIABAD JN,09:40:00,10:40:00,19,5,0 days 01:00:00
64406,DELHI JN.,GHAZIABAD JN,09:20:00,10:10:00,19,5,0 days 00:50:00
64407,GHAZIABAD JN,DELHI JN.,18:20:00,19:05:00,19,5,0 days 00:45:00
64408,DELHI JN.,GHAZIABAD JN,10:10:00,11:00:00,19,5,0 days 00:50:00
64409,GHAZIABAD JN,NEW DELHI,22:40:00,23:45:00,23,7,0 days 01:05:00
64410,NEW DELHI,GHAZIABAD JN,18:25:00,19:15:00,25,8,0 days 00:50:00
64411,SAHIBABAD,DELHI JN.,09:00:00,10:00:00,21,8,0 days 01:00:00
64412,DELHI JN.,GHAZIABAD JN,20:20:00,21:05:00,19,5,0 days 00:45:00
64414,DELHI JN.,GHAZIABAD JN,08:40:00,09:30:00,19,5,0 days 00:50:00
64415,GHAZIABAD JN,NEW DELHI,23:00:00,23:45:00,25,6,0 days 00:45:00
64417,GHAZIABAD JN,DELHI JN.,07:10:00,08:25:00,28,10,0 days 01:15:00
64418,DELHI JN.,GHAZIABAD JN,18:45:00,20:00:00,28,10,0 days 01:15:00
64419,HAZRAT NIZAM,GHAZIABAD JN,15:45:00,17:10:00,30,10,0 days 01:25:00
64420,GHAZIABAD JN,HAZRAT NIZAM,00:10:00,01:35:00,30,9,0 days 01:25:00
64421,GHAZIABAD JN,NEW DELHI,04:10:00,04:55:00,25,6,0 days 00:45:00
64422,NEW DELHI,GHAZIABAD JN,00:10:00,01:00:00,25,6,0 days 00:50:00
64423,GHAZIABAD JN,NEW DELHI,09:50:00,10:35:00,25,7,0 days 00:45:00
64424,NEW DELHI,GHAZIABAD JN,09:10:00,09:55:00,25,7,0 days 00:45:00
64425,GHAZIABAD JN,NEW DELHI,12:50:00,13:40:00,25,8,0 days 00:50:00
64426,NEW DELHI,GHAZIABAD JN,09:50:00,10:50:00,25,8,0 days 01:00:00
64427,GHAZIABAD JN,NEW DELHI,15:10:00,16:00:00,25,8,0 days 00:50:00
64428,NEW DELHI,GHAZIABAD JN,09:35:00,10:30:00,25,7,0 days 00:55:00
64429,GHAZIABAD JN,NEW DELHI,16:30:00,17:20:00,25,8,0 days 00:50:00
64430,NEW DELHI,GHAZIABAD JN,10:50:00,11:40:00,25,7,0 days 00:50:00
64431,GHAZIABAD JN,NEW DELHI,16:40:00,17:30:00,25,7,0 days 00:50:00
64432,NEW DELHI,GHAZIABAD JN,14:00:00,14:50:00,25,7,0 days 00:50:00
64433,GHAZIABAD JN,NEW DELHI,16:50:00,17:45:00,25,8,0 days 00:55:00
64434,DELHI JN.,GHAZIABAD JN,11:20:00,12:30:00,28,10,0 days 01:10:00
64437,GHAZIABAD JN,DELHI JN.,06:05:00,07:08:00,28,9,0 days 01:03:00
64439,GHAZIABAD JN,DELHI JN.,08:10:00,09:18:00,28,9,0 days 01:08:00
64441,GHAZIABAD JN,NEW DELHI,17:20:00,18:10:00,25,7,0 days 00:50:00
64443,GHAZIABAD JN,DELHI JN.,18:30:00,20:00:00,28,10,0 days 01:30:00
64445,GHAZIABAD JN,DELHI JN.,19:25:00,20:05:00,19,5,0 days 00:40:00
64449,GHAZIABAD JN,NEW DELHI,08:30:00,09:20:00,25,8,0 days 00:50:00
64450,NEW DELHI,GHAZIABAD JN,17:50:00,18:40:00,25,8,0 days 00:50:00
64451,DELHI JN.,PANIPAT JN.,16:40:00,19:15:00,88,18,0 days 02:35:00
64452,KURUKSHETRA,DELHI JN.,05:55:00,09:35:00,155,28,0 days 03:40:00
64453,DELHI JN.,PANIPAT JN.,17:40:00,19:50:00,88,18,0 days 02:10:00
64454,KURUKSHETRA,DELHI JN.,12:45:00,17:10:00,155,28,0 days 04:25:00
64461,HAZRAT NIZAM,KURUKSHETRA,18:10:00,22:25:00,164,32,0 days 04:15:00
64462,KURUKSHETRA,HAZRAT NIZAM,05:35:00,09:45:00,164,32,0 days 04:10:00
64463,NEW DELHI,KURUKSHETRA,01:20:00,04:40:00,156,18,0 days 03:20:00
64464,PANIPAT JN.,NEW DELHI,05:10:00,07:30:00,89,19,0 days 02:20:00
64465,NEW DELHI,KURUKSHETRA,08:10:00,12:05:00,156,29,0 days 03:55:00
64466,PANIPAT JN.,NEW DELHI,21:10:00,00:05:00,89,19,0 days 02:55:00
64470,PANIPAT JN.,NEW DELHI,06:40:00,08:55:00,89,19,0 days 02:15:00
64471,GHAZIABAD JN,PANIPAT JN.,17:05:00,20:20:00,114,26,0 days 03:15:00
64472,PANIPAT JN.,GHAZIABAD JN,06:00:00,09:15:00,114,26,0 days 03:15:00
64481,PANIPAT JN.,AMBALA CANTT,20:00:00,22:50:00,108,17,0 days 02:50:00
64482,AMBALA CANTT,KURUKSHETRA,04:35:00,05:30:00,41,7,0 days 00:55:00
64483,KURUKSHETRA,AMBALA CANTT,22:55:00,00:00:00,41,7,0 days 01:05:00
64491,PALWAL,NEW DELHI,08:25:00,10:00:00,53,11,0 days 01:35:00
64492,NEW DELHI,PALWAL,17:50:00,19:20:00,53,11,0 days 01:30:00
64493,PALWAL,HAZRAT NIZAM,16:35:00,17:40:00,46,8,0 days 01:05:00
64494,HAZRAT NIZAM,PALWAL,10:15:00,11:30:00,46,8,0 days 01:15:00
64496,HAZRAT NIZAM,KOSI KALAN,21:15:00,23:30:00,89,14,0 days 02:15:00
64501,SAHARANPUR J,AMBALA CANTT,05:30:00,07:10:00,81,13,0 days 01:40:00
64502,AMBALA CANTT,SAHARANPUR J,12:10:00,13:55:00,81,13,0 days 01:45:00
64504,AMBALA CANTT,SAHARANPUR J,19:30:00,21:10:00,81,13,0 days 01:40:00
64511,SAHARANPUR J,NANGAL DAM,06:40:00,12:30:00,238,32,0 days 05:50:00
64512,NANGAL DAM,SAHARANPUR J,14:00:00,20:00:00,238,32,0 days 06:00:00
64513,SAHARANPUR J,NANGAL DAM,16:40:00,22:35:00,238,32,0 days 05:55:00
64514,NANGAL DAM,AMBALA CANTT,05:55:00,09:30:00,157,20,0 days 03:35:00
64515,AMBALA CANTT,NANGAL DAM,06:10:00,10:10:00,157,20,0 days 04:00:00
64516,NANGAL DAM,AMBALA CANTT,11:30:00,15:50:00,157,20,0 days 04:20:00
64517,AMBALA CANTT,NANGAL DAM,11:40:00,15:30:00,157,20,0 days 03:50:00
64518,NANGAL DAM,AMBALA CANTT,16:50:00,21:05:00,157,20,0 days 04:15:00
64521,AMBALA CANTT,LUDHIANA JN.,05:50:00,08:15:00,113,14,0 days 02:25:00
64522,LUDHIANA JN.,AMBALA CANTT,16:20:00,18:45:00,113,14,0 days 02:25:00
64523,AMBALA CANTT,LUDHIANA JN.,08:35:00,11:30:00,113,14,0 days 02:55:00
64524,LUDHIANA JN.,AMBALA CANTT,17:50:00,20:10:00,113,14,0 days 02:20:00
64531,DELHI JN.,PANIPAT JN.,05:45:00,07:55:00,88,17,0 days 02:10:00
64532,AMBALA CANTT,PANIPAT JN.,06:50:00,09:30:00,108,17,0 days 02:40:00
64533,DELHI JN.,PANIPAT JN.,12:50:00,15:05:00,88,18,0 days 02:15:00
64534,PANIPAT JN.,GHAZIABAD JN,17:30:00,21:00:00,114,26,0 days 03:30:00
64536,PANIPAT JN.,DELHI JN.,09:55:00,12:35:00,88,18,0 days 02:40:00
64541,PANIPAT JN.,AMBALA CANTT,05:45:00,08:20:00,108,17,0 days 02:35:00
64542,AMBALA CANTT,PANIPAT JN.,20:50:00,23:10:00,108,17,0 days 02:20:00
64543,PANIPAT JN.,AMBALA CANTT,17:50:00,20:40:00,108,17,0 days 02:50:00
64545,KURUKSHETRA,AMBALA CANTT,10:20:00,11:35:00,41,7,0 days 01:15:00
64546,AMBALA CANTT,KURUKSHETRA,07:45:00,08:55:00,41,7,0 days 01:10:00
64547,KURUKSHETRA,AMBALA CANTT,17:50:00,19:10:00,41,7,0 days 01:20:00
64548,AMBALA CANTT,KURUKSHETRA,16:10:00,17:05:00,41,7,0 days 00:55:00
64551,LUDHIANA JN.,AMRITSAR JN.,08:25:00,12:10:00,135,21,0 days 03:45:00
64552,AMRITSAR JN.,LUDHIANA JN.,13:25:00,17:40:00,135,19,0 days 04:15:00
64553,MORADABAD JN,ANAND VIHAR,05:35:00,09:40:00,153,24,0 days 04:05:00
64554,ANAND VIHAR,MORADABAD JN,17:45:00,22:30:00,153,24,0 days 04:45:00
64555,ANAND VIHAR,MEERUT CITY,09:55:00,11:55:00,59,11,0 days 02:00:00
64556,MEERUT CITY,ANAND VIHAR,14:15:00,16:15:00,59,11,0 days 02:00:00
64557,DELHI JN.,SAHARANPUR J,16:45:00,21:50:00,180,28,0 days 05:05:00
64558,SAHARANPUR J,DELHI JN.,04:25:00,08:55:00,180,28,0 days 04:30:00
64559,DELHI JN.,SAHARANPUR J,13:20:00,19:10:00,180,28,0 days 05:50:00
64560,SAHARANPUR J,DELHI JN.,04:55:00,09:30:00,180,28,0 days 04:35:00
64561,DELHI JN.,AMBALA CANTT,11:25:00,19:20:00,261,40,0 days 07:55:00
64562,AMBALA CANTT,DELHI JN.,06:00:00,14:50:00,261,40,0 days 08:50:00
64563,AMBALA CANTT,AMB  ANDAURA,07:35:00,12:40:00,215,23,0 days 05:05:00
64564,AMB  ANDAURA,AMBALA CANTT,13:00:00,19:40:00,215,23,0 days 06:40:00
64565,MORADABAD JN,SAHARANPUR J,17:55:00,23:10:00,192,30,0 days 05:15:00
64566,SAHARANPUR J,MORADABAD JN,04:20:00,09:35:00,192,30,0 days 05:15:00
64567,BULANDSHAHR,TILAK BRIDGE,05:45:00,09:23:00,103,20,0 days 03:38:00
64568,TILAK BRIDGE,BULANDSHAHR,18:10:00,21:50:00,103,20,0 days 03:40:00
64569,KOSI KALAN,HAZRAT NIZAM,12:55:00,16:25:00,87,13,0 days 03:30:00
64570,HAZRAT NIZAM,KOSI KALAN,09:30:00,11:45:00,89,13,0 days 02:15:00
64581,HATHRAS QILA,DELHI JN.,05:55:00,10:00:00,161,26,0 days 04:05:00
64582,DELHI JN.,HATHRAS QILA,17:45:00,21:45:00,161,26,0 days 04:00:00
64583,TUNDLA JN,DELHI JN.,06:30:00,13:00:00,203,31,0 days 06:30:00
64584,DELHI JN.,TUNDLA JN,12:55:00,18:10:00,203,32,0 days 05:15:00
64585,HATHRAS QILA,HATHRAS JN.,22:00:00,22:25:00,5,2,0 days 00:25:00
64586,HATHRAS JN.,HATHRAS QILA,05:00:00,05:25:00,5,2,0 days 00:25:00
64587,KANPUR CENTR,TUNDLA JN,14:05:00,20:25:00,225,29,0 days 06:20:00
64588,TUNDLA JN,KANPUR CENTR,06:45:00,13:05:00,225,29,0 days 06:20:00
64589,KANPUR CENTR,PHAPHUND,19:10:00,20:55:00,78,12,0 days 01:45:00
64590,PHAPHUND,KANPUR CENTR,06:00:00,08:05:00,78,12,0 days 02:05:00
64591,ALLAHABAD JN,KANPUR CENTR,06:30:00,11:30:00,194,31,0 days 05:00:00
64592,KANPUR CENTR,ALLAHABAD JN,14:40:00,19:45:00,194,31,0 days 05:05:00
64593,FATEHPUR,KANPUR CENTR,07:20:00,09:25:00,77,13,0 days 02:05:00
64594,KANPUR CENTR,FATEHPUR,18:15:00,20:45:00,77,13,0 days 02:30:00
64595,MUGHAL SARAI,ALLAHABAD JN,16:00:00,20:15:00,152,20,0 days 04:15:00
64596,ALLAHABAD JN,MUGHAL SARAI,07:25:00,11:10:00,152,20,0 days 03:45:00
64901,KOSI KALAN,GHAZIABAD JN,08:00:00,12:00:00,118,22,0 days 04:00:00
64902,GHAZIABAD JN,KOSI KALAN,15:00:00,18:25:00,119,22,0 days 03:25:00
64903,MATHURA JN.,GHAZIABAD JN,05:45:00,10:20:00,158,27,0 days 04:35:00
64904,GHAZIABAD JN,MATHURA JN.,16:05:00,20:25:00,160,27,0 days 04:20:00
64905,MATHURA JN.,NEW DELHI,05:00:00,08:20:00,134,21,0 days 03:20:00
64906,GHAZIABAD JN,PALWAL,16:50:00,19:40:00,77,17,0 days 02:50:00
64908,SHAKUR BASTI,BALLABGARH,05:50:00,07:35:00,44,14,0 days 01:45:00
64910,SHAKUR BASTI,MATHURA JN.,18:20:00,22:10:00,148,26,0 days 03:50:00
64911,NEW DELHI,ROHTAK JN.,09:25:00,11:30:00,71,17,0 days 02:05:00
64912,ROHTAK JN.,NEW DELHI,07:10:00,09:15:00,71,17,0 days 02:05:00
64913,DELHI JN.,ROHTAK JN.,05:00:00,07:00:00,69,17,0 days 02:00:00
64914,ROHTAK JN.,DELHI JN.,13:30:00,15:45:00,69,17,0 days 02:15:00
64915,DELHI JN.,ROHTAK JN.,10:10:00,12:20:00,69,17,0 days 02:10:00
64916,ROHTAK JN.,DELHI JN.,21:00:00,23:10:00,69,17,0 days 02:10:00
64931,DELHI JN.,ROHTAK JN.,18:35:00,20:55:00,69,17,0 days 02:20:00
