Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
11019,CST-MUMBAI,BHUBANESWAR,15:10:00,04:15:00,1941,39,1 days 13:05:00
11020,BHUBANESWAR,CST-MUMBAI,15:25:00,03:55:00,1941,40,1 days 12:30:00
11021,DADAR,TIRUNELVELI,21:30:00,11:45:00,1843,40,1 days 14:15:00
11022,TIRUNELVELI,DADAR,15:00:00,05:40:00,1845,39,1 days 14:40:00
11023,CST-MUMBAI,CHHATRAPATI,17:50:00,06:05:00,517,28,0 days 12:15:00
11024,CHHATRAPATI,CST-MUMBAI,22:50:00,11:50:00,517,31,0 days 13:00:00
11025,BHUSAVAL JN.,PUNE JN.,00:25:00,12:05:00,545,19,0 days 11:40:00
11026,PUNE JN.,BHUSAVAL JN.,11:45:00,21:50:00,545,19,0 days 10:05:00
11027,CST-MUMBAI,CHENNAI CENT,23:45:00,03:30:00,1281,52,1 days 03:45:00
11028,CHENNAI CENT,CST-MUMBAI,23:55:00,03:45:00,1283,52,1 days 03:50:00
11029,CST-MUMBAI,CHHATRAPATI,08:40:00,20:25:00,517,35,0 days 11:45:00
11030,CHHATRAPATI,CST-MUMBAI,07:55:00,20:05:00,517,34,0 days 12:10:00
11031,SOLAPUR,BIJAPUR JN,10:10:00,12:20:00,108,5,0 days 02:10:00
11032,BIJAPUR JN,SOLAPUR,14:50:00,17:40:00,108,5,0 days 02:50:00
11033,PUNE JN.,DARBHANGA JN,16:15:00,06:45:00,1955,30,1 days 14:30:00
11034,DARBHANGA JN,PUNE JN.,16:45:00,08:05:00,1953,30,1 days 15:20:00
11035,DADAR,MYSORE JN.,21:30:00,21:40:00,1210,27,1 days 00:10:00
11036,MYSORE JN.,DADAR,06:15:00,05:40:00,1213,26,0 days 23:25:00
11037,PUNE JN.,GORAKHPUR JN,16:15:00,01:05:00,1777,17,1 days 08:50:00
11038,GORAKHPUR JN,PUNE JN.,15:30:00,04:05:00,1777,17,1 days 12:35:00
11039,CHHATRAPATI,GONDIA JN.,15:30:00,20:15:00,1352,62,1 days 04:45:00
11040,GONDIA JN.,CHHATRAPATI,08:20:00,12:45:00,1353,60,1 days 04:25:00
11041,CST-MUMBAI,CHENNAI CENT,14:00:00,16:30:00,1281,36,1 days 02:30:00
11042,CHENNAI CENT,CST-MUMBAI,12:20:00,13:35:00,1283,34,1 days 01:15:00
11043,LOKMANYA TIL,MADURAI JN,00:15:00,10:10:00,1696,27,1 days 09:55:00
11044,MADURAI JN,LOKMANYA TIL,18:00:00,05:45:00,1700,26,1 days 11:45:00
11045,CHHATRAPATI,DHANBAD JN.,23:45:00,12:00:00,2894,39,2 days 12:15:00
11046,DHANBAD JN.,CHHATRAPATI,13:50:00,03:35:00,2892,39,2 days 13:45:00
11047,MIRAJ JN.,HUBLI JN.,00:10:00,06:25:00,278,12,0 days 06:15:00
11048,HUBLI JN.,MIRAJ JN.,23:30:00,05:15:00,279,12,0 days 05:45:00
11049,AHMEDABAD,CHHATRAPATI,19:25:00,15:25:00,949,18,0 days 20:00:00
11050,CHHATRAPATI,AHMEDABAD,12:50:00,07:45:00,949,18,0 days 18:55:00
11051,SOLAPUR,CHHATRAPATI,23:35:00,06:20:00,314,9,0 days 06:45:00
11052,CHHATRAPATI,SOLAPUR,23:55:00,07:30:00,314,9,0 days 07:35:00
11053,LOKMANYA TIL,AZAMGARH,16:40:00,02:10:00,1552,17,1 days 09:30:00
11054,AZAMGARH,LOKMANYA TIL,05:20:00,12:15:00,1551,17,1 days 06:55:00
11055,LOKMANYA TIL,GORAKHPUR JN,10:55:00,20:20:00,1732,23,1 days 09:25:00
11056,GORAKHPUR JN,LOKMANYA TIL,06:20:00,16:15:00,1732,23,1 days 09:55:00
11057,CST-MUMBAI,AMRITSAR JN.,23:30:00,16:30:00,2026,90,1 days 17:00:00
11058,AMRITSAR JN.,CST-MUMBAI,08:30:00,04:05:00,2029,91,1 days 19:35:00
11059,LOKMANYA TIL,CHHAPRA JN.,10:55:00,21:05:00,1772,24,1 days 10:10:00
11060,CHHAPRA JN.,LOKMANYA TIL,05:15:00,16:15:00,1770,24,1 days 11:00:00
11061,LOKMANYA TIL,DARBHANGA JN,12:15:00,01:10:00,1885,41,1 days 12:55:00
11062,DARBHANGA JN,LOKMANYA TIL,13:05:00,03:40:00,1883,39,1 days 14:35:00
11063,CHENNAI EGMO,SALEM JN.,23:00:00,05:20:00,352,14,0 days 06:20:00
11064,SALEM JN.,CHENNAI EGMO,21:20:00,03:45:00,352,14,0 days 06:25:00
11067,LOKMANYA TIL,FAIZABAD JN.,05:23:00,08:55:00,1510,20,1 days 03:32:00
11068,FAIZABAD JN.,LOKMANYA TIL,15:35:00,21:30:00,1509,20,1 days 05:55:00
11071,LOKMANYA TIL,VARANASI JN.,12:40:00,19:25:00,1645,43,1 days 06:45:00
11072,VARANASI JN.,LOKMANYA TIL,15:50:00,22:50:00,1647,41,1 days 07:00:00
11073,LOKMANYA TIL,CHENNAI CENT,13:20:00,12:55:00,1265,18,0 days 23:35:00
11074,CHENNAI CENT,LOKMANYA TIL,15:15:00,16:00:00,1267,17,1 days 00:45:00
11075,LOKMANYA TIL,BIDAR,12:05:00,01:30:00,651,13,0 days 13:25:00
11076,BIDAR,LOKMANYA TIL,08:20:00,23:55:00,651,13,0 days 15:35:00
11077,PUNE JN.,JAMMU TAWI,17:20:00,10:05:00,2155,67,1 days 16:45:00
11078,JAMMU TAWI,PUNE JN.,21:45:00,15:10:00,2157,65,1 days 17:25:00
11079,LOKMANYA TIL,GORAKHPUR JN,15:50:00,01:30:00,1745,25,1 days 09:40:00
11080,GORAKHPUR JN,LOKMANYA TIL,05:30:00,16:00:00,1745,24,1 days 10:30:00
11081,LOKMANYA TIL,GORAKHPUR JN,15:50:00,02:05:00,1731,20,1 days 10:15:00
11082,GORAKHPUR JN,LOKMANYA TIL,13:05:00,23:00:00,1731,19,1 days 09:55:00
11083,LOKMANYA TIL,KAZIPET JN.,11:30:00,15:00:00,1153,29,1 days 03:30:00
11084,KAZIPET JN.,LOKMANYA TIL,17:45:00,23:15:00,1153,28,1 days 05:30:00
11085,LOKMANYA TIL,MADGOAN JN.,05:33:00,17:30:00,574,11,0 days 11:57:00
11086,MADGOAN JN.,LOKMANYA TIL,06:00:00,17:10:00,578,11,0 days 11:10:00
11087,VERAVAL,PUNE JN.,08:25:00,04:40:00,1053,26,0 days 20:15:00
11088,PUNE JN.,VERAVAL,19:50:00,16:45:00,1053,25,0 days 20:55:00
11089,BHAGAT-KI-KO,PUNE JN.,05:30:00,04:40:00,1074,26,0 days 23:10:00
11090,PUNE JN.,BHAGAT-KI-KO,19:50:00,17:10:00,1072,26,0 days 21:20:00
11091,NEW BHUJ,PUNE JN.,08:55:00,04:40:00,981,24,0 days 19:45:00
11092,PUNE JN.,NEW BHUJ,19:50:00,15:20:00,981,24,0 days 19:30:00
11093,CST-MUMBAI,VARANASI JN.,00:10:00,04:40:00,1516,27,1 days 04:30:00
11094,VARANASI JN.,CST-MUMBAI,11:20:00,14:15:00,1515,26,1 days 02:55:00
11095,AHMEDABAD,PUNE JN.,16:15:00,04:40:00,623,17,0 days 12:25:00
11096,PUNE JN.,AHMEDABAD,19:50:00,07:45:00,622,16,0 days 11:55:00
11097,PUNE JN.,ERNAKULAM. J,23:30:00,08:10:00,1278,33,1 days 08:40:00
11098,ERNAKULAM. J,PUNE JN.,23:30:00,05:05:00,1279,32,1 days 05:35:00
11101,PUNE JN.,GWALIOR JN,00:25:00,03:10:00,1373,23,1 days 02:45:00
11102,GWALIOR JN,PUNE JN.,15:00:00,20:05:00,1373,23,1 days 05:05:00
11103,JHANSI JN,BANDRA TERMI,16:50:00,16:45:00,1321,21,0 days 23:55:00
11104,BANDRA TERMI,JHANSI JN,05:10:00,06:40:00,1321,21,1 days 01:30:00
11107,GWALIOR JN,VARANASI JN.,20:40:00,10:50:00,629,31,0 days 14:10:00
11108,VARANASI JN.,GWALIOR JN,17:45:00,09:05:00,629,37,0 days 15:20:00
11109,JHANSI JN,LUCKNOW JN.,06:10:00,12:05:00,291,11,0 days 05:55:00
11110,LUCKNOW JN.,JHANSI JN,16:40:00,22:35:00,291,11,0 days 05:55:00
11111,GWALIOR JN,"BALRAMPUR,",13:05:00,09:00:00,939,12,0 days 19:55:00
11112,"BALRAMPUR,",GWALIOR JN,11:55:00,06:10:00,941,12,0 days 18:15:00
11123,BARAUNI JN.,GWALIOR JN,18:45:00,20:55:00,1051,49,1 days 02:10:00
11124,GWALIOR JN,BARAUNI JN.,11:50:00,13:00:00,1054,49,1 days 01:10:00
11125,INDORE BG,GWALIOR JN,20:05:00,07:47:00,561,11,0 days 11:42:00
11126,GWALIOR JN,INDORE BG,19:30:00,07:55:00,561,11,0 days 12:25:00
11201,LOKMANYA TIL,AJNI,16:40:00,14:15:00,1015,26,0 days 21:35:00
11202,AJNI,LOKMANYA TIL,16:15:00,13:45:00,1015,26,0 days 21:30:00
11203,NAGPUR JN.(C,JAIPUR JN.,11:55:00,14:05:00,1340,28,1 days 02:10:00
11204,JAIPUR JN.,NAGPUR JN.(C,16:30:00,19:15:00,1340,28,1 days 02:45:00
11205,LOKMANYA TIL,NIZAMABAD,16:40:00,09:15:00,699,20,0 days 16:35:00
11206,NIZAMABAD,LOKMANYA TIL,23:15:00,13:45:00,699,20,0 days 14:30:00
11265,JABALPUR,AMBIKAPUR,14:00:00,23:00:00,432,14,0 days 09:00:00
11266,AMBIKAPUR,JABALPUR,06:15:00,14:55:00,434,14,0 days 08:40:00
11272,BHOPAL,ITARSI,18:15:00,12:10:00,737,47,0 days 17:55:00
11301,CST-MUMBAI,KRANTIVIRA S,08:10:00,08:50:00,1154,35,1 days 00:40:00
11302,KRANTIVIRA S,CST-MUMBAI,20:45:00,20:15:00,1154,34,0 days 23:30:00
11303,HYDERABAD DE,CHHATRAPATI,23:10:00,22:40:00,989,38,0 days 23:30:00
11304,CHHATRAPATI,HYDERABAD DE,07:35:00,06:45:00,987,38,0 days 23:10:00
11307,GULBARGA,HYDERABAD DE,10:15:00,14:50:00,221,7,0 days 04:35:00
11308,HYDERABAD DE,GULBARGA,16:00:00,21:00:00,223,7,0 days 05:00:00
11309,SOLAPUR,MIRAJ JN.,06:00:00,12:05:00,267,14,0 days 06:05:00
11310,MIRAJ JN.,SOLAPUR,15:25:00,20:55:00,267,14,0 days 05:30:00
11401,CST-MUMBAI,NAGPUR JN.(C,16:35:00,16:15:00,1053,34,0 days 23:40:00
11402,NAGPUR JN.(C,CST-MUMBAI,06:00:00,05:35:00,1052,34,0 days 23:35:00
11403,NAGPUR JN.(C,CHHATRAPATI,15:00:00,14:00:00,1026,22,0 days 23:00:00
11404,CHHATRAPATI,NAGPUR JN.(C,12:50:00,12:35:00,1026,22,0 days 23:45:00
11405,PUNE JN.,AMRAVATI,22:00:00,15:00:00,811,18,0 days 17:00:00
11406,AMRAVATI,PUNE JN.,18:30:00,13:15:00,812,18,0 days 18:45:00
11407,PUNE JN.,LUCKNOW JN.,22:00:00,02:30:00,1478,17,1 days 04:30:00
11408,LUCKNOW JN.,PUNE JN.,06:30:00,11:05:00,1478,17,1 days 04:35:00
11423,SOLAPUR,HUBLI JN.,06:25:00,14:30:00,357,14,0 days 08:05:00
11424,HUBLI JN.,SOLAPUR,15:00:00,23:15:00,356,14,0 days 08:15:00
11447,JABALPUR,HOWRAH JN.,23:50:00,04:15:00,1156,45,1 days 04:25:00
11448,HOWRAH JN.,JABALPUR,13:10:00,14:25:00,1155,46,1 days 01:15:00
11449,JABALPUR,SHRI MATA VA,06:30:00,15:20:00,1561,34,1 days 08:50:00
11450,SHRI MATA VA,JABALPUR,21:55:00,07:25:00,1564,31,1 days 09:30:00
11463,SOMNATH,JABALPUR,09:30:00,15:10:00,1416,50,1 days 05:40:00
11464,JABALPUR,SOMNATH,12:00:00,17:45:00,1417,50,1 days 05:45:00
11465,SOMNATH,JABALPUR,09:30:00,18:00:00,1572,49,1 days 08:30:00
11466,JABALPUR,SOMNATH,10:00:00,17:45:00,1575,50,1 days 07:45:00
11651,JABALPUR,SINGRAULI,15:30:00,22:25:00,344,14,0 days 06:55:00
11652,SINGRAULI,JABALPUR,04:55:00,11:55:00,345,14,0 days 07:00:00
11701,JABALPUR,INDORE BG,05:40:00,20:30:00,751,16,0 days 14:50:00
11702,INDORE BG,JABALPUR,04:10:00,19:35:00,751,16,0 days 15:25:00
11703,REWA,MHOW,23:10:00,16:05:00,823,20,0 days 16:55:00
11704,MHOW,REWA,20:10:00,12:15:00,821,20,0 days 16:05:00
11801,JHANSI JN,ETAWAH,17:25:00,22:30:00,215,6,0 days 05:05:00
11802,ETAWAH,JHANSI JN,05:10:00,10:05:00,215,6,0 days 04:55:00
11901,MATHURA JN.,KURUKSHETRA,05:30:00,12:40:00,292,13,0 days 07:10:00
11902,KURUKSHETRA,MATHURA JN.,14:55:00,21:35:00,294,13,0 days 06:40:00
12001,HABIBGANJ,NEW DELHI,15:00:00,23:30:00,688,10,0 days 08:30:00
12002,NEW DELHI,HABIBGANJ,06:00:00,14:25:00,690,10,0 days 08:25:00
12003,LUCKNOW JN.,NEW DELHI,15:35:00,22:15:00,504,7,0 days 06:40:00
12004,NEW DELHI,LUCKNOW JN.,06:10:00,12:40:00,504,7,0 days 06:30:00
12005,NEW DELHI,KALKA,17:15:00,21:20:00,268,5,0 days 04:05:00
12006,KALKA,NEW DELHI,06:15:00,10:20:00,268,5,0 days 04:05:00
12007,CHENNAI CENT,MYSORE JN.,06:00:00,13:00:00,498,4,0 days 07:00:00
12008,MYSORE JN.,CHENNAI CENT,14:15:00,21:25:00,499,4,0 days 07:10:00
12009,MUMBAI CENTR,AHMEDABAD,06:25:00,12:45:00,490,9,0 days 06:20:00
12010,AHMEDABAD,MUMBAI CENTR,14:40:00,21:20:00,490,9,0 days 06:40:00
12011,NEW DELHI,KALKA,07:40:00,11:45:00,268,6,0 days 04:05:00
12012,KALKA,NEW DELHI,17:45:00,21:55:00,268,6,0 days 04:10:00
12013,NEW DELHI,AMRITSAR JN.,16:30:00,22:30:00,447,8,0 days 06:00:00
12014,AMRITSAR JN.,NEW DELHI,05:00:00,11:00:00,447,8,0 days 06:00:00
12015,NEW DELHI,AJMER JN.,06:05:00,12:45:00,442,10,0 days 06:40:00
12016,AJMER JN.,NEW DELHI,15:45:00,22:40:00,442,10,0 days 06:55:00
12017,NEW DELHI,DEHRA DUN,06:45:00,12:40:00,314,8,0 days 05:55:00
12018,DEHRA DUN,NEW DELHI,17:00:00,22:45:00,314,8,0 days 05:45:00
12019,HOWRAH JN.,RANCHI,06:05:00,13:15:00,436,10,0 days 07:10:00
12020,RANCHI,HOWRAH JN.,13:45:00,21:30:00,434,10,0 days 07:45:00
12021,HOWRAH JN.,BARBIL,06:20:00,13:05:00,402,10,0 days 06:45:00
12022,BARBIL,HOWRAH JN.,13:45:00,20:50:00,401,11,0 days 07:05:00
12023,HOWRAH JN.,PATNA JN.,14:05:00,22:45:00,530,14,0 days 08:40:00
12024,PATNA JN.,HOWRAH JN.,05:35:00,13:25:00,531,14,0 days 07:50:00
12025,PUNE JN.,SECUNDERABAD,05:50:00,14:20:00,598,8,0 days 08:30:00
12026,SECUNDERABAD,PUNE JN.,14:45:00,23:10:00,598,8,0 days 08:25:00
12027,CHENNAI CENT,KRANTIVIRA S,17:30:00,22:30:00,360,4,0 days 05:00:00
12028,KRANTIVIRA S,CHENNAI CENT,06:00:00,11:00:00,361,4,0 days 05:00:00
12029,NEW DELHI,AMRITSAR JN.,07:20:00,13:45:00,447,8,0 days 06:25:00
12030,AMRITSAR JN.,NEW DELHI,16:50:00,23:05:00,447,8,0 days 06:15:00
12031,NEW DELHI,AMRITSAR JN.,07:20:00,13:45:00,447,8,0 days 06:25:00
12032,AMRITSAR JN.,NEW DELHI,16:50:00,23:05:00,447,8,0 days 06:15:00
12033,KANPUR CENTR,NEW DELHI,06:00:00,11:20:00,430,5,0 days 05:20:00
12034,NEW DELHI,KANPUR CENTR,15:50:00,20:45:00,430,4,0 days 04:55:00
12035,JAIPUR JN.,AGRA  FORT,07:05:00,10:35:00,240,4,0 days 03:30:00
12036,AGRA  FORT,JAIPUR JN.,17:40:00,21:20:00,240,4,0 days 03:40:00
12037,NEW DELHI,LUDHIANA JN.,07:00:00,12:25:00,328,7,0 days 05:25:00
12038,LUDHIANA JN.,NEW DELHI,16:40:00,22:10:00,328,7,0 days 05:30:00
12039,KATHGODAM,NEW DELHI,15:35:00,21:05:00,283,8,0 days 05:30:00
12040,NEW DELHI,KATHGODAM,06:00:00,11:40:00,283,8,0 days 05:40:00
12041,HOWRAH JN.,NEW JALPAIGU,14:15:00,22:30:00,560,7,0 days 08:15:00
12042,NEW JALPAIGU,HOWRAH JN.,05:30:00,13:35:00,560,7,0 days 08:05:00
12043,NEW DELHI,MOGA,07:00:00,14:05:00,397,8,0 days 07:05:00
12044,MOGA,NEW DELHI,15:00:00,22:10:00,397,8,0 days 07:10:00
12045,NEW DELHI,CHANDIGARH,19:15:00,22:45:00,243,4,0 days 03:30:00
12046,CHANDIGARH,NEW DELHI,12:00:00,15:25:00,243,4,0 days 03:25:00
12047,NEW DELHI,FIROZPUR CAN,16:20:00,22:50:00,385,10,0 days 06:30:00
12048,FIROZPUR CAN,NEW DELHI,04:00:00,11:20:00,385,10,0 days 07:20:00
12049,AGRA CANTT,HAZRAT NIZAM,17:50:00,19:30:00,181,2,0 days 01:40:00
12050,HAZRAT NIZAM,AGRA CANTT,08:10:00,09:50:00,183,2,0 days 01:40:00
12051,DADAR,MADGOAN JN.,05:25:00,14:05:00,581,9,0 days 08:40:00
12052,MADGOAN JN.,DADAR,14:30:00,23:05:00,585,9,0 days 08:35:00
12053,HARIDWAR JN,AMRITSAR JN.,14:45:00,22:05:00,406,11,0 days 07:20:00
12054,AMRITSAR JN.,HARIDWAR JN,06:50:00,14:10:00,406,11,0 days 07:20:00
12055,NEW DELHI,DEHRA DUN,15:20:00,21:10:00,304,9,0 days 05:50:00
12056,DEHRA DUN,NEW DELHI,05:05:00,11:15:00,304,10,0 days 06:10:00
12057,NEW DELHI,UNA HIMACHAL,14:35:00,22:10:00,386,14,0 days 07:35:00
12058,UNA HIMACHAL,NEW DELHI,05:00:00,12:00:00,386,14,0 days 07:00:00
12059,KOTA,HAZRAT NIZAM,05:55:00,12:30:00,447,10,0 days 06:35:00
12060,HAZRAT NIZAM,KOTA,13:15:00,20:00:00,450,10,0 days 06:45:00
12061,HABIBGANJ,JABALPUR,17:40:00,22:55:00,330,10,0 days 05:15:00
12062,JABALPUR,HABIBGANJ,05:30:00,11:00:00,330,10,0 days 05:30:00
12065,AJMER JN.,HAZRAT NIZAM,05:45:00,12:35:00,389,10,0 days 06:50:00
12066,HAZRAT NIZAM,AJMER JN.,15:30:00,22:25:00,389,10,0 days 06:55:00
12067,GUWAHATI,JORHAT TOWN,06:30:00,13:20:00,376,11,0 days 06:50:00
12068,JORHAT TOWN,GUWAHATI,14:30:00,21:20:00,375,11,0 days 06:50:00
12069,RAIGARH,GONDIA JN.,06:25:00,13:25:00,419,15,0 days 07:00:00
12070,GONDIA JN.,RAIGARH,15:00:00,22:00:00,411,15,0 days 07:00:00
12071,DADAR,JALNA,14:00:00,21:30:00,422,7,0 days 07:30:00
12072,JALNA,DADAR,04:45:00,12:30:00,422,7,0 days 07:45:00
12073,HOWRAH JN.,BHUBANESWAR,13:25:00,20:20:00,442,9,0 days 06:55:00
12074,BHUBANESWAR,HOWRAH JN.,06:00:00,12:40:00,441,9,0 days 06:40:00
12075,CALICUT,TRIVANDRUM C,13:40:00,21:05:00,399,12,0 days 07:25:00
12076,TRIVANDRUM C,CALICUT,06:00:00,13:00:00,398,12,0 days 07:00:00
12077,CHENNAI CENT,VIJAYWADA JN,07:35:00,14:45:00,453,10,0 days 07:10:00
12078,VIJAYWADA JN,CHENNAI CENT,15:20:00,22:35:00,453,10,0 days 07:15:00
12079,KRANTIVIRA S,HUBLI JN.,06:00:00,13:25:00,470,11,0 days 07:25:00
12080,HUBLI JN.,KRANTIVIRA S,14:00:00,21:25:00,468,11,0 days 07:25:00
12081,KANNUR,TRIVANDRUM C,04:50:00,14:00:00,500,15,0 days 09:10:00
12082,TRIVANDRUM C,KANNUR,14:40:00,23:50:00,499,15,0 days 09:10:00
12083,MAYILADUTURA,COIMBATORE,14:50:00,21:15:00,361,10,0 days 06:25:00
12084,COIMBATORE,MAYILADUTURA,07:10:00,13:40:00,361,10,0 days 06:30:00
12085,GUWAHATI,DIBRUGARH,12:10:00,21:15:00,506,10,0 days 09:05:00
12086,DIBRUGARH,GUWAHATI,05:00:00,13:55:00,505,10,0 days 08:55:00
12087,NAHARLAGUN,GUWAHATI,05:00:00,11:00:00,332,8,0 days 06:00:00
12088,GUWAHATI,NAHARLAGUN,15:20:00,21:40:00,332,8,0 days 06:20:00
12101,LOKMANYA TIL,HOWRAH JN.,20:35:00,03:35:00,1956,16,1 days 07:00:00
12102,HOWRAH JN.,LOKMANYA TIL,22:50:00,05:50:00,1963,17,1 days 07:00:00
12103,PUNE JN.,LUCKNOW JN.,16:15:00,17:10:00,1478,13,1 days 00:55:00
12104,LUCKNOW JN.,PUNE JN.,06:30:00,08:05:00,1478,13,1 days 01:35:00
12105,CST-MUMBAI,GONDIA JN.,19:05:00,11:15:00,971,26,0 days 16:10:00
12106,GONDIA JN.,CST-MUMBAI,14:50:00,07:00:00,972,27,0 days 16:10:00
12107,LOKMANYA TIL,LUCKNOW JN.,16:25:00,15:10:00,1408,11,0 days 22:45:00
12108,LUCKNOW JN.,LOKMANYA TIL,22:45:00,23:00:00,1408,11,1 days 00:15:00
12109,CST-MUMBAI,MANMAD JN.,18:15:00,22:50:00,260,10,0 days 04:35:00
12110,MANMAD JN.,CST-MUMBAI,06:02:00,10:45:00,260,10,0 days 04:43:00
12111,CST-MUMBAI,AMRAVATI,19:55:00,08:05:00,676,14,0 days 12:10:00
12112,AMRAVATI,CST-MUMBAI,19:05:00,06:25:00,676,14,0 days 11:20:00
12113,PUNE JN.,NAGPUR JN.(C,17:40:00,09:25:00,895,9,0 days 15:45:00
12114,NAGPUR JN.(C,PUNE JN.,18:35:00,09:45:00,895,9,0 days 15:10:00
12115,CST-MUMBAI,SOLAPUR,22:45:00,06:50:00,456,14,0 days 08:05:00
12116,SOLAPUR,CST-MUMBAI,22:45:00,06:50:00,457,15,0 days 08:05:00
12117,LOKMANYA TIL,MANMAD JN.,15:00:00,19:25:00,244,10,0 days 04:25:00
12118,MANMAD JN.,LOKMANYA TIL,08:35:00,13:00:00,244,10,0 days 04:25:00
12119,AMRAVATI,AJNI,05:30:00,08:15:00,180,5,0 days 02:45:00
12120,AJNI,AMRAVATI,18:30:00,21:40:00,180,5,0 days 03:10:00
12121,JABALPUR,HAZRAT NIZAM,19:10:00,09:05:00,883,7,0 days 13:55:00
12122,HAZRAT NIZAM,JABALPUR,17:25:00,07:45:00,886,7,0 days 14:20:00
12123,CST-MUMBAI,PUNE JN.,17:10:00,20:25:00,191,5,0 days 03:15:00
12124,PUNE JN.,CST-MUMBAI,07:15:00,10:25:00,191,4,0 days 03:10:00
12125,CST-MUMBAI,PUNE JN.,16:25:00,19:50:00,190,8,0 days 03:25:00
12126,PUNE JN.,CST-MUMBAI,07:50:00,11:15:00,190,7,0 days 03:25:00
12127,CST-MUMBAI,PUNE JN.,06:40:00,09:57:00,191,6,0 days 03:17:00
12128,PUNE JN.,CST-MUMBAI,17:55:00,21:05:00,191,5,0 days 03:10:00
12129,PUNE JN.,HOWRAH JN.,18:25:00,04:10:00,2026,30,1 days 09:45:00
12130,HOWRAH JN.,PUNE JN.,21:50:00,06:50:00,2033,30,1 days 09:00:00
12131,DADAR,SAI NAGAR SH,21:45:00,03:45:00,330,8,0 days 06:00:00
12132,SAI NAGAR SH,DADAR,22:25:00,04:30:00,330,8,0 days 06:05:00
12133,CST-MUMBAI,MANGALORE JN,22:02:00,12:40:00,903,14,0 days 14:38:00
12134,MANGALORE JN,CST-MUMBAI,13:55:00,04:25:00,909,14,0 days 14:30:00
12135,PUNE JN.,NAGPUR JN.(C,17:40:00,09:25:00,895,18,0 days 15:45:00
12136,NAGPUR JN.(C,PUNE JN.,18:35:00,09:45:00,895,18,0 days 15:10:00
12137,CST-MUMBAI,FIROZPUR CAN,19:35:00,05:50:00,1910,56,1 days 10:15:00
12138,FIROZPUR CAN,CST-MUMBAI,21:40:00,07:35:00,1913,54,1 days 09:55:00
12139,CST-MUMBAI,NAGPUR JN.(C,15:00:00,06:10:00,841,33,0 days 15:10:00
12140,NAGPUR JN.(C,CST-MUMBAI,21:00:00,12:00:00,841,33,0 days 15:00:00
12141,LOKMANYA TIL,PATLIPUTRA,23:35:00,04:00:00,1693,14,1 days 04:25:00
12142,PATLIPUTRA,LOKMANYA TIL,11:05:00,15:15:00,1692,13,1 days 04:10:00
12143,LOKMANYA TIL,SULTANPUR JN,16:40:00,20:00:00,1540,14,1 days 03:20:00
12144,SULTANPUR JN,LOKMANYA TIL,23:55:00,04:10:00,1541,14,1 days 04:15:00
12145,LOKMANYA TIL,PURI,20:35:00,07:30:00,1888,27,1 days 10:55:00
12146,PURI,LOKMANYA TIL,21:25:00,07:30:00,1895,27,1 days 10:05:00
12147,CHHATRAPATI,HAZRAT NIZAM,09:05:00,17:10:00,1897,22,1 days 08:05:00
12148,HAZRAT NIZAM,CHHATRAPATI,05:50:00,16:20:00,1900,22,1 days 10:30:00
12149,PUNE JN.,DANAPUR,20:55:00,03:30:00,1757,19,1 days 06:35:00
12150,DANAPUR,PUNE JN.,22:55:00,05:30:00,1756,19,1 days 06:35:00
12151,LOKMANYA TIL,HOWRAH JN.,20:35:00,08:25:00,2089,24,1 days 11:50:00
12152,HOWRAH JN.,LOKMANYA TIL,21:15:00,07:30:00,2095,23,1 days 10:15:00
12153,LOKMANYA TIL,HABIBGANJ,16:25:00,05:20:00,820,10,0 days 12:55:00
12154,HABIBGANJ,LOKMANYA TIL,18:20:00,07:30:00,820,10,0 days 13:10:00
12155,HABIBGANJ,HAZRAT NIZAM,21:05:00,08:00:00,681,10,0 days 10:55:00
12156,HAZRAT NIZAM,HABIBGANJ,20:55:00,07:05:00,683,10,0 days 10:10:00
12157,PUNE JN.,SOLAPUR,18:00:00,22:00:00,265,4,0 days 04:00:00
12158,SOLAPUR,PUNE JN.,06:30:00,10:30:00,265,4,0 days 04:00:00
12159,AMRAVATI,JABALPUR,17:45:00,06:55:00,725,20,0 days 13:10:00
12160,JABALPUR,AMRAVATI,20:50:00,09:50:00,725,20,0 days 13:00:00
12161,LOKMANYA TIL,AGRA CANTT,16:25:00,13:00:00,1320,21,0 days 20:35:00
12162,AGRA CANTT,LOKMANYA TIL,23:35:00,23:00:00,1320,21,0 days 23:25:00
12163,DADAR,CHENNAI EGMO,20:30:00,19:45:00,1278,24,0 days 23:15:00
12164,CHENNAI EGMO,DADAR,06:50:00,06:00:00,1281,22,0 days 23:10:00
12165,LOKMANYA TIL,VARANASI JN.,05:23:00,07:05:00,1488,16,1 days 01:42:00
12166,VARANASI JN.,LOKMANYA TIL,20:20:00,21:30:00,1487,16,1 days 01:10:00
12167,LOKMANYA TIL,VARANASI JN.,00:35:00,03:45:00,1500,13,1 days 03:10:00
12168,VARANASI JN.,LOKMANYA TIL,10:25:00,12:25:00,1500,13,1 days 02:00:00
12169,PUNE JN.,SOLAPUR,09:30:00,13:30:00,265,5,0 days 04:00:00
12170,SOLAPUR,PUNE JN.,14:00:00,18:05:00,265,5,0 days 04:05:00
12171,LOKMANYA TIL,HARIDWAR JN,07:55:00,13:15:00,1756,12,1 days 05:20:00
